,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
56,0.051362196604410805,0.002269336655827432,0.014265219370524088,0.0011811323518202627,,gini,6,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.648936170212766,0.5933503836317136,0.5922330097087378,0.6115065211844058,0.02647068946225371,97
208,0.06691702206929524,0.0013201277032951811,0.011047442754109701,0.0027975054146390215,"{0: 1, 1: 2}",gini,9,,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.6201716738197425,0.6235011990407674,0.5853658536585366,0.6096795755063488,0.01724604760747512,98
198,0.035171826680501304,0.002349122134845849,0.01088094711303711,0.002958869074445095,"{0: 1, 1: 2}",gini,6,sqrt,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6342710997442456,0.6296296296296297,0.5643776824034334,0.6094261372591029,0.03191037735981493,99
162,0.04853367805480957,0.0042495641440404765,0.013476212819417318,0.00032609504991752225,"{0: 1, 1: 2}",entropy,6,sqrt,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.6342710997442456,0.6296296296296297,0.5643776824034334,0.6094261372591029,0.03191037735981493,99
215,0.03169329961140951,0.0006945058683129464,0.007097880045572917,0.0010392970847891711,"{0: 1, 1: 2}",gini,9,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6457286432160804,0.6370967741935484,0.5449330783938815,0.6092528319345034,0.04561725048232153,101
20,0.04052607218424479,0.005874502297207252,0.01546915372212728,0.00444411687556149,,entropy,6,sqrt,0.01,random,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6396396396396397,0.5948717948717949,0.5922330097087378,0.6089148147400575,0.021752424318784675,102
160,0.07234358787536621,0.00999903907331825,0.01327975591023763,0.002870392750518154,"{0: 1, 1: 2}",entropy,6,,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.5641891891891891,0.635,0.6271186440677966,0.6087692777523287,0.031686665597750914,103
210,0.04360802968343099,0.0016318807539009658,0.009110768636067709,0.0012330898941430167,"{0: 1, 1: 2}",gini,9,sqrt,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'random'}",0.614190687361419,0.6389684813753582,0.5725806451612904,0.6085799379660225,0.027391562945305273,104
196,0.05152567227681478,0.007988462224239015,0.009296417236328125,0.0007271101405246426,"{0: 1, 1: 2}",gini,6,,0.05,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.5641891891891891,0.6320987654320988,0.6253041362530414,0.6071973636247764,0.030537616667880855,105
203,0.03630995750427246,0.005339552793344784,0.011325438817342123,0.0028099412274396602,"{0: 1, 1: 2}",gini,6,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6457286432160804,0.6404494382022472,0.5350553505535055,0.6070778106572777,0.05097315352839579,106
200,0.045156637827555336,0.00012924285873272578,0.013801336288452148,0.0012074312175852071,"{0: 1, 1: 2}",gini,6,sqrt,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6045454545454545,0.5950617283950618,0.5922330097087378,0.5972800642164181,0.00526560125256569,107
164,0.04860663414001465,0.005950104225854712,0.014941692352294922,0.0005129244612549774,"{0: 1, 1: 2}",entropy,6,sqrt,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'random'}",0.6045454545454545,0.5950617283950618,0.5922330097087378,0.5972800642164181,0.00526560125256569,107
158,0.09199937184651692,0.004787684954553682,0.013450940450032553,0.0013575813822983634,"{0: 1, 1: 2}",entropy,6,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5806451612903226,0.6253101736972705,0.564870259481038,0.5902751981562103,0.025596861984042162,109
163,0.05014642079671224,0.0019219196017095253,0.014152288436889648,0.0011623145288460297,"{0: 1, 1: 2}",entropy,6,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6578947368421053,0.5598526703499079,0.5482625482625483,0.5886699851515205,0.04917745023529462,110
167,0.028013229370117188,0.002607923301309745,0.006520827611287435,0.0002447139827591751,"{0: 1, 1: 2}",entropy,6,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6577540106951871,0.5557586837294333,0.5482625482625483,0.5872584142290562,0.04994176510411,111
175,0.03970464070638021,0.0015827980258993264,0.00936587651570638,0.0013239601066567066,"{0: 1, 1: 2}",entropy,9,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6258992805755396,0.5987394957983193,0.5303571428571429,0.5849986397436672,0.040196876858667116,112
165,0.0483699639638265,0.0016159742823121952,0.013645331064860025,0.002750847586600225,"{0: 1, 1: 2}",entropy,6,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6482939632545932,0.5547309833024119,0.5482625482625483,0.5837624982731845,0.04570698445862384,113
179,0.04600675900777181,0.005228658098006828,0.01190948486328125,0.001991304524671435,"{0: 1, 1: 2}",entropy,9,sqrt,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.6482939632545932,0.5557586837294333,0.5449330783938815,0.582995241792636,0.04638419774840699,114
201,0.04118760426839193,0.0006022367835896075,0.010459025700887045,0.002721882652338084,"{0: 1, 1: 2}",gini,6,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6155660377358491,0.5885286783042394,0.5351851851851852,0.5797599670750913,0.0333959886479203,115
156,0.09353876113891602,0.010713305264931762,0.012506882349650065,0.0007806278512785917,"{0: 1, 1: 2}",entropy,6,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5582191780821918,0.5685185185185185,0.6,0.5755792322002368,0.01777262929907113,116
199,0.0488283634185791,0.00034780180024561886,0.013691266377766928,0.001264604287900108,"{0: 1, 1: 2}",gini,6,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.5976744186046512,0.5889724310776943,0.5351851851851852,0.5739440116225102,0.027635920065847176,117
211,0.04620114962259928,0.00835989838084357,0.012024561564127604,0.002044210039572212,"{0: 1, 1: 2}",gini,9,sqrt,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.6220095693779905,0.5751633986928104,0.5172413793103449,0.5714714491270486,0.042851030957723565,118
213,0.03864161173502604,0.0017570313474907762,0.009700775146484375,0.0009190935929275224,"{0: 1, 1: 2}",gini,9,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6166281755196305,0.5521739130434783,0.5425330812854442,0.5704450566161844,0.032892722224265786,119
177,0.04779322942097982,0.008984614637266065,0.012013912200927734,0.00163879022880514,"{0: 1, 1: 2}",entropy,9,sqrt,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.6114942528735632,0.5400696864111498,0.5401869158878505,0.5639169517241879,0.033642266314675415,120
170,0.07921568552652995,0.020161517479567306,0.011317253112792969,0.0016953432786362848,"{0: 1, 1: 2}",entropy,9,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5967078189300411,0.574108818011257,0.5166959578207382,0.5625041982540121,0.033679616776583376,121
168,0.0930318037668864,0.0027165314718263244,0.01117253303527832,0.0018050313144577488,"{0: 1, 1: 2}",entropy,9,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5589285714285714,0.5619389587073609,0.5557692307692308,0.558878920301721,0.0025190255567624914,122
73,0.06794484456380208,0.006121279526961118,0.013988256454467773,0.002122592856753993,balanced,entropy,3,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5573770491803278,0.590316573556797,0.5255102040816326,0.5577346089395858,0.026458297600487703,123
75,0.07654468218485515,0.0018696774872663587,0.01405771573384603,0.0004235202720616223,balanced,entropy,3,,0.01,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5573770491803278,0.5892193308550185,0.5255102040816326,0.5573688613723263,0.026009142736571043,124
109,0.061716318130493164,0.003134094671652378,0.008576790491739908,0.000959608023002572,balanced,gini,3,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5573770491803278,0.5892193308550185,0.5255102040816326,0.5573688613723263,0.026009142736571043,124
111,0.06057063738505045,0.003550344259056669,0.010172684987386068,0.001483550067321911,balanced,gini,3,,0.01,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5573770491803278,0.5892193308550185,0.5255102040816326,0.5573688613723263,0.026009142736571043,124
183,0.06303008397420247,0.014287424307503589,0.010635852813720703,0.0019210331181215685,"{0: 1, 1: 2}",gini,3,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.55668358714044,0.5889328063241107,0.5246179966044142,0.5567447966896549,0.026256446792827574,127
181,0.059065659840901695,0.003898726235741755,0.012509663899739584,0.0027043079746894775,"{0: 1, 1: 2}",gini,3,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.55668358714044,0.5881188118811881,0.5246179966044142,0.5564734652086808,0.025924525050273588,128
147,0.06971398989359538,0.006619414035213535,0.01166971524556478,0.0022005283534150344,"{0: 1, 1: 2}",entropy,3,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5553691275167785,0.5889328063241107,0.5246179966044142,0.5563066434817677,0.02626477856317149,129
145,0.05275130271911621,0.016462031235174878,0.01157681147257487,0.002681641888413653,"{0: 1, 1: 2}",entropy,3,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5553691275167785,0.5881188118811881,0.5246179966044142,0.5560353120007936,0.025928378745161275,130
197,0.06341290473937988,0.007308469966438459,0.010881503423055014,0.00023865825474056883,"{0: 1, 1: 2}",gini,6,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5860113421550095,0.5243697478991597,0.5549508782565388,0.025167357907726635,131
161,0.10451753934224446,0.004240645939542263,0.012567679087320963,0.0022484752675930274,"{0: 1, 1: 2}",entropy,6,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5860113421550095,0.5243697478991597,0.5549508782565388,0.025167357907726635,131
185,0.0629895528157552,0.008855377935370992,0.011863787968953451,0.0011015734831824513,"{0: 1, 1: 2}",gini,3,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5860113421550095,0.5243697478991597,0.5549508782565388,0.025167357907726635,131
149,0.06044896443684896,0.010849436802290962,0.013164758682250977,0.0038879832617852534,"{0: 1, 1: 2}",entropy,3,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5860113421550095,0.5243697478991597,0.5549508782565388,0.025167357907726635,131
77,0.06813867886861165,0.003282212385499869,0.012487649917602539,0.0022690267572200882,balanced,entropy,3,,0.05,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.584870848708487,0.5243697478991597,0.5545707137743646,0.024699570518017553,135
113,0.06864047050476074,0.004509085656574467,0.010970751444498697,0.0013532271330551602,balanced,gini,3,,0.05,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.584870848708487,0.5243697478991597,0.5545707137743646,0.024699570518017553,135
192,0.06695779164632161,0.014022108218342837,0.01174624760945638,0.0010084413412482034,"{0: 1, 1: 2}",gini,6,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5559380378657487,0.5539823008849557,0.5494505494505495,0.5531236294004179,0.002717212299778902,137
157,0.0979615052541097,0.011407110625733375,0.014695247014363607,0.002813427745464814,"{0: 1, 1: 2}",entropy,6,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5585738539898133,0.5739299610894941,0.5249569707401033,0.5524869286064703,0.020451184829689318,138
173,0.09538133939107259,0.012138717151384388,0.012971639633178711,0.0013183812459519367,"{0: 1, 1: 2}",entropy,9,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5544715447154471,0.5834896810506567,0.5189456342668863,0.5523022866776633,0.026394604930203076,139
193,0.08356467882792155,0.011405890398026784,0.010438203811645508,0.0018547144741635107,"{0: 1, 1: 2}",gini,6,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5564924114671164,0.5739299610894941,0.5261324041811847,0.5521849255792651,0.019749555903974123,140
209,0.09713276227315266,0.006278217673288689,0.010795195897420248,0.0026186601017764584,"{0: 1, 1: 2}",gini,9,,0.05,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'best'}",0.5526742301458671,0.5834896810506567,0.5180921052631579,0.5514186721532273,0.026713205836877446,141
159,0.09550722440083821,0.006931641188739115,0.014250755310058594,0.0013933449797431487,"{0: 1, 1: 2}",entropy,6,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5574324324324325,0.5722543352601156,0.523972602739726,0.5512197901440914,0.02019453914543524,142
195,0.08496737480163574,0.004487852705104567,0.01118906339009603,0.001980519303524547,"{0: 1, 1: 2}",gini,6,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5564924114671164,0.5722543352601156,0.5242214532871973,0.5509894000048098,0.019991694759270814,143
206,0.07266982396443684,0.008877148233310728,0.0083161989847819,0.0008916787143298296,"{0: 1, 1: 2}",gini,9,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5311475409836065,0.5828220858895705,0.5245614035087719,0.5461770101273163,0.026051109828250676,144
194,0.07687067985534668,0.0041370112095894295,0.010675350824991861,0.0021247719780962734,"{0: 1, 1: 2}",gini,6,,0.01,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5212765957446809,0.5537918871252204,0.562,0.5456894942899672,0.01758475648164455,145
171,0.0837705135345459,0.003536656943972603,0.010740836461385092,0.0012698927841131777,"{0: 1, 1: 2}",entropy,9,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5553691275167785,0.5692307692307692,0.5108877721943048,0.5451625563139508,0.02488784037219804,146
204,0.09022331237792969,0.011171475115631883,0.01230605443318685,0.0025070675851954684,"{0: 1, 1: 2}",gini,9,,0.005,random,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5733855185909981,0.5507246376811594,0.5086505190311419,0.5442535584344331,0.02682115075789632,147
207,0.08315197626749675,0.007666635789302175,0.00930937131245931,0.0009519239960041439,"{0: 1, 1: 2}",gini,9,,0.01,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'best'}",0.5518394648829431,0.5489130434782609,0.5083892617449665,0.5363805900353902,0.01982888179997636,148
169,0.11352753639221191,0.008077162280030466,0.01259938875834147,0.0013758005387763475,"{0: 1, 1: 2}",entropy,9,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'entropy', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5649122807017544,0.5279187817258884,0.5117845117845118,0.5348718580707182,0.02223958798364987,149
205,0.09122053782145183,0.016952765883298047,0.011517206827799479,0.0019260244219972305,"{0: 1, 1: 2}",gini,9,,0.005,best,"{'class_weight': {0: 1, 1: 2}, 'criterion': 'gini', 'max_depth': 9, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.5465313028764806,0.5352112676056338,0.5101351351351351,0.5306259018724164,0.015208318792567914,150
74,0.06300608317057292,0.011092672455995408,0.013840675354003906,0.0050487423848242854,balanced,entropy,3,,0.01,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5272108843537415,0.5289855072463768,0.4431977559607293,0.4997980491869492,0.04002900795317752,151
72,0.06863220532735188,0.0037954382432413315,0.01321252187093099,0.001836832781678512,balanced,entropy,3,,0.005,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5272108843537415,0.5289855072463768,0.4431977559607293,0.4997980491869492,0.04002900795317752,151
108,0.05685917536417643,0.004263038096505166,0.012299219767252604,0.0013535852693132933,balanced,gini,3,,0.005,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'random'}",0.5272108843537415,0.5289855072463768,0.4431977559607293,0.4997980491869492,0.04002900795317752,151
110,0.06621901194254558,0.0054878742466249455,0.01372989018758138,0.0012269061520872157,balanced,gini,3,,0.01,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.01, 'splitter': 'random'}",0.5272108843537415,0.5289855072463768,0.4431977559607293,0.4997980491869492,0.04002900795317752,151
112,0.06324195861816406,0.007164858034684248,0.017057418823242188,0.0018865294386424254,balanced,gini,3,,0.05,random,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.5272108843537415,0.5251798561151079,0.4431977559607293,0.4985294988098595,0.03913423559977666,155
76,0.058138767878214516,0.0006006528663004774,0.011430025100708008,0.002141421111094106,balanced,entropy,3,,0.05,random,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'min_samples_split': 0.05, 'splitter': 'random'}",0.5272108843537415,0.5251798561151079,0.4431977559607293,0.4985294988098595,0.03913423559977666,155
83,0.0396727720896403,0.0004964080683722267,0.010091622670491537,0.0011292331550400367,balanced,entropy,3,sqrt,0.05,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
115,0.036240736643473305,0.00908849553388502,0.01046299934387207,0.002244282880196085,balanced,gini,3,sqrt,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
119,0.04204471906026205,0.004413293369352687,0.01611789067586263,0.002023557895160326,balanced,gini,3,sqrt,0.05,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.05, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
79,0.046982367833455406,0.004179449929704117,0.013109683990478516,0.0012019248346252446,balanced,entropy,3,sqrt,0.005,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.005, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
117,0.045671939849853516,0.0021761184635649706,0.015320301055908203,0.00022291724903286434,balanced,gini,3,sqrt,0.01,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
81,0.05016597112019857,0.004882157101134108,0.012996037801106771,0.0016030575273589644,balanced,entropy,3,sqrt,0.01,best,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 0.01, 'splitter': 'best'}",0.19481429572529782,0.6394366197183099,0.6436170212765957,0.49262264557340113,0.21058921920607246,157
121,0.09242995580037434,0.005758111234753937,0.01102010409037272,0.0012580711631241341,balanced,gini,6,,0.005,best,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 6, 'max_features': None, 'min_samples_split': 0.005, 'splitter': 'best'}",0.42787524366471735,0.4334763948497854,0.4180672268907563,0.4264729551350864,0.006368433828273275,163
